source,question,answer,img_id,question_norm,question_type,answer_type
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3p3071udi3n74jf,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3p3071udi3n74jf,where in the image is the abnormality,Location,List
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3p3071udi3n74jf,how many findings are present,Counting,Numeric
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3p3071udi3n74jf,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3p3071udi3n74jf,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3p3071udi3n74jf,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3p7071u7m8c1gl7,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3p7071u7m8c1gl7,are there any anatomical landmarks in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3p7071u7m8c1gl7,how many findings are present,Counting,Numeric
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3p7071u7m8c1gl7,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3p7071u7m8c1gl7,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3p7071u7m8c1gl7,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3p7071u7m8c1gl7,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3p7071u7m8c1gl7,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3p7071u7m8c1gl7,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3p7071u7m8c1gl7,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl1s3p7071u7m8c1gl7,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3p7071u7m8c1gl7,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3p7071u7m8c1gl7,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3p7071u7m8c1gl7,where in the image is the abnormality,Location,List
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3p7071u7m8c1gl7,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,Is there text?,yes,cla820gl1s3p7071u7m8c1gl7,is there text,Yes/No,Yes/No
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3p7071u7m8c1gl7,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pb071u45lb0snu,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pb071u45lb0snu,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pb071u45lb0snu,is there text,Yes/No,Yes/No
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pb071u45lb0snu,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pb071u45lb0snu,are there any anatomical landmarks in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pb071u45lb0snu,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pb071u45lb0snu,where in the image is the abnormality,Location,List
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pb071u45lb0snu,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pb071u45lb0snu,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pb071u45lb0snu,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pb071u45lb0snu,how many findings are present,Counting,Numeric
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pb071u45lb0snu,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pb071u45lb0snu,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pb071u45lb0snu,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl1s3pb071u45lb0snu,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pb071u45lb0snu,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pb071u45lb0snu,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pf071ue7ja2fur,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pf071ue7ja2fur,is there text,Yes/No,Yes/No
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pf071ue7ja2fur,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pf071ue7ja2fur,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pf071ue7ja2fur,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pf071ue7ja2fur,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pf071ue7ja2fur,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pf071ue7ja2fur,are there any anatomical landmarks in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pf071ue7ja2fur,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pf071ue7ja2fur,how many findings are present,Counting,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pf071ue7ja2fur,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pf071ue7ja2fur,where in the image is the abnormality,Location,List
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pf071ue7ja2fur,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl1s3pf071ue7ja2fur,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pf071ue7ja2fur,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pf071ue7ja2fur,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pf071ue7ja2fur,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl1s3pj071u0wta8adz,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pj071u0wta8adz,what is the size of the polyp,Entity,None/NA
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pj071u0wta8adz,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pj071u0wta8adz,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pj071u0wta8adz,are there any instruments in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pj071u0wta8adz,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pj071u0wta8adz,how many findings are present,Counting,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pj071u0wta8adz,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pj071u0wta8adz,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,Is there text?,no,cla820gl1s3pj071u0wta8adz,is there text,Yes/No,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pj071u0wta8adz,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pj071u0wta8adz,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pj071u0wta8adz,how many instrumnets are in the image,Counting,Numeric
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pj071u0wta8adz,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pj071u0wta8adz,are there any anatomical landmarks in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pj071u0wta8adz,where in the image is the abnormality,Location,List
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pj071u0wta8adz,how many polyps are in the image,Counting,Numeric
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pn071u6vzxgsxv,is this finding easy to detect,Yes/No,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pn071u6vzxgsxv,what type of polyp is present,Entity,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pn071u6vzxgsxv,where in the image is the instrument,Location,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pn071u6vzxgsxv,where in the image is the abnormality,Location,List
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pn071u6vzxgsxv,what type of procedure is the image taken from,Entity,Token
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pn071u6vzxgsxv,what color is the abnormality if more than one separate with,Color,List
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pn071u6vzxgsxv,how many findings are present,Counting,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pn071u6vzxgsxv,where in the image is the anatomical landmark,Location,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pn071u6vzxgsxv,have all polyps been removed,Yes/No,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pn071u6vzxgsxv,are there any anatomical landmarks in the image check all that are present,Yes/No,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl1s3pn071u6vzxgsxv,is there a green black box artefact,Yes/No,Yes/No
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pn071u6vzxgsxv,are there any abnormalities in the image check all that are present,Yes/No,Token
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pn071u6vzxgsxv,is there text,Yes/No,Yes/No
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pn071u6vzxgsxv,how many instrumnets are in the image,Counting,Numeric
