source,question,answer,img_id
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pn071u6vzxgsxv
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pr071u2vi94r92
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Is there text?,no,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl1s3pv071u6kb331te
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pz071u4zyd0ilb
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; yellow; white,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Is there text?,yes,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3q3071udvtaggoi
Ulcerative Colitis,Is there text?,yes,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,What type of polyp is present?,none,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,How many findings are present?,1,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Is this finding easy to detect?,no,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Where in the image is the abnormality?,center; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; yellow; white,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl2s3q7071u7ej2fp2n
Ulcerative Colitis,How many findings are present?,1,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white; yellow,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,What type of polyp is present?,none,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Is there text?,yes,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl2s3qb071u5u6c3vmq
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Is there text?,yes,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,How many findings are present?,1,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,What type of polyp is present?,none,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Where in the image is the abnormality?,center; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl2s3qf071u1ndiftcx
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,How many findings are present?,1,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-left; upper-right,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,What type of polyp is present?,none,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Is there text?,yes,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Is this finding easy to detect?,no,cla820gl2s3qj071u9e3efd6z
Ulcerative Colitis,Is there text?,yes,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Is this finding easy to detect?,no,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Where in the image is the abnormality?,center; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,What type of polyp is present?,none,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,How many findings are present?,1,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl2s3qn071ucguna2um
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl2s3qr071u67g3c2fe
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl2s3qr071u67g3c2fe
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl2s3qr071u67g3c2fe
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl2s3qr071u67g3c2fe
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl2s3qr071u67g3c2fe
