source,question,answer,img_id,question_type,question_norm,answer_type
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3p3071udi3n74jf,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3p3071udi3n74jf,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3p3071udi3n74jf,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3p3071udi3n74jf,Location,where in the image is the abnormality,List
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3p3071udi3n74jf,Counting,how many findings are present,Numeric
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3p3071udi3n74jf,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3p3071udi3n74jf,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3p3071udi3n74jf,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3p7071u7m8c1gl7,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3p7071u7m8c1gl7,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3p7071u7m8c1gl7,Counting,how many findings are present,Numeric
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3p7071u7m8c1gl7,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3p7071u7m8c1gl7,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3p7071u7m8c1gl7,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3p7071u7m8c1gl7,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3p7071u7m8c1gl7,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3p7071u7m8c1gl7,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3p7071u7m8c1gl7,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl1s3p7071u7m8c1gl7,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3p7071u7m8c1gl7,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3p7071u7m8c1gl7,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3p7071u7m8c1gl7,Location,where in the image is the abnormality,List
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3p7071u7m8c1gl7,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Is there text?,yes,cla820gl1s3p7071u7m8c1gl7,Yes/No,is there text,Yes/No
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3p7071u7m8c1gl7,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pb071u45lb0snu,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pb071u45lb0snu,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pb071u45lb0snu,Yes/No,is there text,Yes/No
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pb071u45lb0snu,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pb071u45lb0snu,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pb071u45lb0snu,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pb071u45lb0snu,Location,where in the image is the abnormality,List
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pb071u45lb0snu,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pb071u45lb0snu,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pb071u45lb0snu,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pb071u45lb0snu,Counting,how many findings are present,Numeric
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pb071u45lb0snu,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pb071u45lb0snu,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pb071u45lb0snu,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl1s3pb071u45lb0snu,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pb071u45lb0snu,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pb071u45lb0snu,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pf071ue7ja2fur,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pf071ue7ja2fur,Yes/No,is there text,Yes/No
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pf071ue7ja2fur,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pf071ue7ja2fur,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pf071ue7ja2fur,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pf071ue7ja2fur,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pf071ue7ja2fur,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pf071ue7ja2fur,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pf071ue7ja2fur,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pf071ue7ja2fur,Counting,how many findings are present,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pf071ue7ja2fur,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-left; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pf071ue7ja2fur,Location,where in the image is the abnormality,List
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pf071ue7ja2fur,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Is there a green/black box artefact?,no,cla820gl1s3pf071ue7ja2fur,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pf071ue7ja2fur,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pf071ue7ja2fur,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pf071ue7ja2fur,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl1s3pj071u0wta8adz,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,What is the size of the polyp?,none,cla820gl1s3pj071u0wta8adz,Entity,what is the size of the polyp,None/NA
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pj071u0wta8adz,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pj071u0wta8adz,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Are there any instruments in the image? Check all that are present.,none,cla820gl1s3pj071u0wta8adz,Yes/No,are there any instruments in the image? check all that are present,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pj071u0wta8adz,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pj071u0wta8adz,Counting,how many findings are present,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pj071u0wta8adz,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pj071u0wta8adz,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,Is there text?,no,cla820gl1s3pj071u0wta8adz,Yes/No,is there text,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pj071u0wta8adz,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pj071u0wta8adz,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,How many instrumnets are in the image?,0,cla820gl1s3pj071u0wta8adz,Counting,how many instrumnets are in the image,Numeric
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pj071u0wta8adz,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pj071u0wta8adz,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pj071u0wta8adz,Location,where in the image is the abnormality,List
Ulcerative Colitis,How many polyps are in the image?,0,cla820gl1s3pj071u0wta8adz,Counting,how many polyps are in the image,Numeric
Ulcerative Colitis,Is this finding easy to detect?,yes,cla820gl1s3pn071u6vzxgsxv,Yes/No,is this finding easy to detect,Yes/No
Ulcerative Colitis,What type of polyp is present?,none,cla820gl1s3pn071u6vzxgsxv,Entity,what type of polyp is present,None/NA
Ulcerative Colitis,Where in the image is the instrument?,none,cla820gl1s3pn071u6vzxgsxv,Location,where in the image is the instrument,None/NA
Ulcerative Colitis,Where in the image is the abnormality?,center; center-left; center-right; lower-center; lower-right; upper-center; upper-left; upper-right,cla820gl1s3pn071u6vzxgsxv,Location,where in the image is the abnormality,List
Ulcerative Colitis,What type of procedure is the image taken from?,colonoscopy,cla820gl1s3pn071u6vzxgsxv,Entity,what type of procedure is the image taken from,Token
Ulcerative Colitis,What color is the abnormality? If more than one separate with ;,pink; red; white,cla820gl1s3pn071u6vzxgsxv,Color,what color is the abnormality? if more than one separate with ;,List
Ulcerative Colitis,How many findings are present?,1,cla820gl1s3pn071u6vzxgsxv,Counting,how many findings are present,Numeric
Ulcerative Colitis,Where in the image is the anatomical landmark?,none,cla820gl1s3pn071u6vzxgsxv,Location,where in the image is the anatomical landmark,None/NA
Ulcerative Colitis,Have all polyps been removed?,not relevant,cla820gl1s3pn071u6vzxgsxv,Yes/No,have all polyps been removed,None/NA
Ulcerative Colitis,Are there any anatomical landmarks in the image? Check all that are present.,none,cla820gl1s3pn071u6vzxgsxv,Yes/No,are there any anatomical landmarks in the image? check all that are present,None/NA
Ulcerative Colitis,Is there a green/black box artefact?,yes,cla820gl1s3pn071u6vzxgsxv,Yes/No,is there a green/black box artefact,Yes/No
Ulcerative Colitis,Are there any abnormalities in the image? Check all that are present.,ulcerative colitis,cla820gl1s3pn071u6vzxgsxv,Yes/No,are there any abnormalities in the image? check all that are present,Token
Ulcerative Colitis,Is there text?,yes,cla820gl1s3pn071u6vzxgsxv,Yes/No,is there text,Yes/No
